id,StateCode,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
1763,16,031,1,67,0.01,0
1764,16,033,5,,,
1765,16,034,4,486,0.05,0.03
1766,16,053,89,26067,2.69,1.42
1767,16,056,10,871,0.09,0.05
1768,16,059,1,,,
1769,16,FE8,2,,,
1770,16,069,1,,,
1771,16,070,1,19,0,0
1772,16,084,6,,,
1773,16,081,98,203790,21.01,11.08
1774,16,FGS,1,,,
1775,16,087,1,,,
1776,16,089,8,1951,0.2,0.11
1777,16,353,3,,,
1778,16,093,15,1350,0.14,0.07
1779,16,097,25,27442,2.83,1.49
1780,16,105,1,0,0,0
1781,16,F13,1,,,
1782,16,143,10,1655,0.17,0.09
1783,16,111,1,,,
1784,16,F53,4,,,
1785,16,123,10,2086,0.22,0.11
1786,16,127,12,215,0.02,0.01
1787,16,141,4,486,0.05,0.03
1788,16,145,14,,,
1789,16,151,1184,462069,47.64,25.12
1790,16,157,6,543,0.06,0.03
1791,16,164,1,,,
1792,16,165,53,23106,2.38,1.26
1793,16,438,2,75,0.01,0
1794,16,167,40,2906,0.3,0.16
1795,16,172,5,,,
1796,16,173,4,,,
1797,16,181,3,311,0.03,0.02
1798,16,057,1,,,
1799,16,186,1,35,0,0
1800,16,FFW,5,,,
1801,16,FFP,1,60,0.01,0
1802,16,193,32,4813,0.5,0.26
1803,16,203,9,,,
1804,16,328,11,1493,0.15,0.08
1805,16,207,32,6333,0.65,0.34
1806,16,215,2,,,
1807,16,216,5,,,
1808,16,213,1,158,0.02,0.01
1809,16,263,23,2130,0.22,0.12
1810,16,221,8,974,0.1,0.05
1811,16,FFR,3,370,0.04,0.02
1812,16,388,13,,,
1813,16,243,1,,,
1814,16,246,2,190,0.02,0.01
1815,16,896,3,1247,0.13,0.07
1816,16,338,3,44,0,0
1817,16,264,1,81,0.01,0
1818,16,FE9,1,,,
1819,16,272,77,16840,1.74,0.92
1820,16,283,43,8097,0.83,0.44
1821,16,255,8,990,0.1,0.05
1822,16,890,5,228,0.02,0.01
1823,16,278,2,162,0.02,0.01
1824,16,288,5,471,0.05,0.03
1825,16,290,1,24,0,0
1826,16,267,6,2531,0.26,0.14
1827,16,223,4,159,0.02,0.01
1828,16,302,4,700,0.07,0.04
1829,16,309,2,,,
1830,16,500,194,98996,10.21,5.38
1831,16,313,3,,,
1832,16,314,2,,,
1833,16,FF2,1,98,0.01,0.01
1834,16,F35,2,154,0.02,0.01
1835,16,329,1,,,
1836,16,335,2,,,
1837,16,339,6,,,
1838,16,F38,1,34,0,0
1839,16,355,40,3961,0.41,0.22
1840,16,356,2,225,0.02,0.01
1841,16,271,2,1080,0.11,0.06
1842,16,371,3,1897,0.2,0.1
1843,16,FHG,1,,,
1844,16,401,1,150,0.02,0.01
1845,16,403,8,524,0.05,0.03
1846,16,410,1,200,0.02,0.01
1847,16,413,61,11828,1.22,0.64
1848,16,419,105,10429,1.08,0.57
1849,16,F54,2,,,
1850,16,891,2,592,0.06,0.03
1851,16,FHF,2,282,0.03,0.02
1852,16,FER,1,,,
1853,16,435,6,733,0.08,0.04
1854,16,443,11,895,0.09,0.05
1855,16,FGN,3,,,
1856,16,449,56,24561,2.53,1.34
1857,16,454,17,,,
1858,16,455,4,677,0.07,0.04
1859,16,124,3,,,
1860,16,892,3,320,0.03,0.02
1861,16,463,5,1092,0.11,0.06
1862,16,467,3,135,0.01,0.01
1863,16,FD8,2,99,0.01,0.01
1864,16,469,3,1236,0.13,0.07
1865,17,001,5,1269,0.02,0.01
1866,17,003,97,24899,0.38,0.19
1867,17,005,16,4070,0.06,0.03
1868,17,009,1,500,0.01,0
1869,17,012,2,,,
1870,17,284,1,,,
1871,17,017,9,1456,0.02,0.01
1872,17,019,240,49864,0.77,0.39
1873,17,022,3,285,0,0
1874,17,904,1,,,
1875,17,416,6,,,
1876,17,031,66,7162,0.11,0.06
1877,17,FG4,2,,,
1878,17,033,33,,,
1879,17,FG2,1,,,
1880,17,034,7,2440,0.04,0.02
1881,17,FF8,1,405,0.01,0
1882,17,040,19,7509,0.12,0.06
1883,17,FEX,5,970,0.01,0.01
1884,17,042,1,,,
1885,17,049,3,535,0.01,0
1886,17,050,5,770,0.01,0.01
1887,17,053,315,106173,1.63,0.83
1888,17,220,18,3816,0.06,0.03
1889,17,047,1,,,
1890,17,056,29,5574,0.09,0.04
1891,17,059,6,,,
1892,17,061,2,356,0.01,0
1893,17,062,2,124,0,0
1894,17,065,5,,,
1895,17,217,1,,,
1896,17,FE8,1,,,
1897,17,FHW,1,114,0,0
1898,17,071,3,,,
1899,17,075,2,,,
1900,17,078,3,990,0.02,0.01
1901,17,084,1,,,
1902,17,081,991,3099544,47.61,24.19
1903,17,FGS,45,,,
1904,17,087,7,,,
1905,17,089,43,6022,0.09,0.05
1906,17,FDU,2,188,0,0
1907,17,353,34,,,
1908,17,093,135,17086,0.26,0.13
1909,17,097,437,137365,2.11,1.07
1910,17,F10,2,,,
1911,17,101,35,10556,0.16,0.08
1912,17,105,44,9712,0.15,0.08
1913,17,110,6,,,
1914,17,143,1,133,0,0
1915,17,111,10,,,
1916,17,F53,1,,,
1917,17,123,85,14018,0.22,0.11
1918,17,127,118,10382,0.16,0.08
1919,17,133,10,,,
1920,17,C22,1,,,
1921,17,121,7,262,0,0
1922,17,141,214,59740,0.92,0.47
1923,17,145,19,,,
1924,17,151,120,56888,0.87,0.44
1925,17,155,9,1716,0.03,0.01
1926,17,157,37,3553,0.05,0.03
1927,17,FFK,2,350,0.01,0
1928,17,A47,7,,,
1929,17,163,1,,,
1930,17,164,2,,,
1931,17,165,229,37752,0.58,0.29
1932,17,438,3,79,0,0
1933,17,167,250,22871,0.35,0.18
1934,17,168,2,,,
1935,17,171,21,3156,0.05,0.02
1936,17,172,2,,,
1937,17,173,35,,,
1938,17,FFG,3,,,
1939,17,176,1,147,0,0
1940,17,181,13,2491,0.04,0.02
1941,17,270,17,17348,0.27,0.14
1942,17,183,2,133,0,0
1943,17,186,5,3931,0.06,0.03
1944,17,FF6,1,,,
1945,17,185,30,2408,0.04,0.02
1946,17,187,2,286,0,0
1947,17,286,6,1005,0.02,0.01
1948,17,FFW,12,,,
1949,17,FFP,1,25,0,0
1950,17,190,3,,,
1951,17,193,154,34281,0.53,0.27
1952,17,202,2,880,0.01,0.01
1953,17,204,3,2500,0.04,0.02
1954,17,198,4,,,
1955,17,197,1,0,0,0
1956,17,199,5,,,
1957,17,201,75,15873,0.24,0.12
1958,17,203,113,,,
1959,17,328,1,74,0,0
1960,17,207,439,162063,2.49,1.26
1961,17,FFE,2,,,
1962,17,209,2,128,0,0
1963,17,215,2,,,
1964,17,216,18,,,
1965,17,FGP,1,,,
1966,17,210,1,,,
1967,17,FGL,12,,,
1968,17,213,21,3578,0.05,0.03
1969,17,346,4,,,
1970,17,263,41,8102,0.12,0.06
1971,17,221,36,2831,0.04,0.02
1972,17,391,11,732,0.01,0.01
1973,17,393,2,128,0,0
1974,17,225,1,65,0,0
1975,17,F23,2,,,
1976,17,232,18,3360,0.05,0.03
1977,17,FFR,22,7332,0.11,0.06
1978,17,231,12,3510,0.05,0.03
1979,17,388,54,,,
1980,17,233,2,,,
1981,17,242,1,100,0,0
1982,17,FHN,5,353,0.01,0
1983,17,FGM,5,,,
1984,17,243,4,,,
1985,17,246,34,29020,0.45,0.23
1986,17,895,21,25705,0.39,0.2
1987,17,896,48,21223,0.33,0.17
1988,17,251,1,28,0,0
1989,17,FGR,7,40,0,0
1990,17,264,5,2645,0.04,0.02
1991,17,262,4,,,
1992,17,256,2,,,
1993,17,268,1,,,
1994,17,272,394,93798,1.44,0.73
1995,17,FFL,1,160,0,0
1996,17,FFJ,1,,,
1997,17,D66,1,,,
1998,17,283,480,182097,2.8,1.42
1999,17,255,27,6874,0.11,0.05
2000,17,330,2,3475,0.05,0.03
2001,17,890,45,21345,0.33,0.17
2002,17,334,2,440,0.01,0
2003,17,333,4,1216,0.02,0.01
2004,17,288,40,6577,0.1,0.05
2005,17,290,3,94,0,0
2006,17,FDZ,1,79,0,0
2007,17,310,4,445,0.01,0
2008,17,291,24,2191,0.03,0.02
2009,17,293,1,243,0,0
2010,17,267,127,473792,7.28,3.7
2011,17,175,12,801,0.01,0.01
2012,17,223,39,3680,0.06,0.03
2013,17,301,17,9676,0.15,0.08
2014,17,300,119,83856,1.29,0.65
2015,17,302,456,161734,2.48,1.26
2016,17,303,5,,,
2017,17,307,1,,,
2018,17,309,9,,,
2019,17,308,9,,,
2020,17,500,1383,589448,9.05,4.6
2021,17,313,11,,,
2022,17,314,21,,,
2023,17,FFY,1,13,0,0
2024,17,329,14,1160,0.02,0.01
2025,17,331,21,3428,0.05,0.03
2026,17,276,42,16310,0.25,0.13
2027,17,FFN,2,,,
2028,17,335,12,,,
2029,17,D71,6,6050,0.09,0.05
2030,17,339,9,,,
2031,17,352,6,,,
2032,17,355,349,62272,0.96,0.49
2033,17,356,48,8916,0.14,0.07
2034,17,361,6,556,0.01,0
2035,17,363,1,,,
2036,17,364,33,16498,0.25,0.13
2037,17,369,3,673,0.01,0.01
2038,17,275,4,2379,0.04,0.02
2039,17,271,31,34639,0.53,0.27
2040,17,F41,1,,,
2041,17,371,34,8581,0.13,0.07
2042,17,375,1,,,
2043,17,379,1,28,0,0
2044,17,383,2,43,0,0
2045,17,395,1,750,0.01,0.01
2046,17,401,5,395,0.01,0
2047,17,403,45,4479,0.07,0.03
2048,17,410,11,7830,0.12,0.06
2049,17,415,1,26,0,0
2050,17,413,158,30888,0.47,0.24
2051,17,419,1008,222589,3.42,1.74
2052,17,F49,10,,,
2053,17,414,1,94,0,0
2054,17,239,1,4,0,0
2055,17,423,2,160,0,0
2056,17,424,1,388,0.01,0
2057,17,425,1,,,
2058,17,F54,10,,,
2059,17,891,24,11577,0.18,0.09
2060,17,431,3,1405,0.02,0.01
2061,17,432,2,139,0,0
2062,17,FER,1,,,
2063,17,437,3,,,
2064,17,435,36,7428,0.11,0.06
2065,17,443,320,96617,1.48,0.75
2066,17,FGN,4,,,
2067,17,F58,1,210,0,0
2068,17,449,1121,235045,3.61,1.83
2069,17,454,201,,,
2070,17,455,5,967,0.01,0.01
2071,17,124,21,,,
2072,17,892,10,3410,0.05,0.03
2073,17,462,1,,,
2074,17,179,25,,,
2075,17,463,24,7812,0.12,0.06
2076,17,467,18,2409,0.04,0.02
2077,17,469,35,9195,0.14,0.07
2078,17,490,1,,,
2079,18,001,1,57,0,0
2080,18,003,53,11624,0.41,0.17
2081,18,005,19,4138,0.14,0.06
2082,18,FHJ,5,740,0.03,0.01
2083,18,012,1,,,
2084,18,016,1,139,0,0
2085,18,017,13,2326,0.08,0.03
2086,18,019,328,82755,2.89,1.22
2087,18,022,3,240,0.01,0
2088,18,904,1,,,
2089,18,416,10,,,
2090,18,031,467,56972,1.99,0.84
2091,18,FFS,3,639,0.02,0.01
2092,18,F01,3,,,
2093,18,FG4,1,,,
2094,18,033,15,,,
2095,18,FG3,3,,,
2096,18,034,7,1637,0.06,0.02
2097,18,040,12,3384,0.12,0.05
2098,18,042,1,,,
2099,18,053,253,49621,1.74,0.73
2100,18,FGJ,2,,,
2101,18,220,1,24,0,0
2102,18,058,1,,,
2103,18,056,10,1377,0.05,0.02
2104,18,059,3,,,
2105,18,061,7,716,0.03,0.01
2106,18,062,1,41,0,0
2107,18,FDT,1,77,0,0
2108,18,065,7,,,
2109,18,FE8,7,,,
2110,18,FHW,7,602,0.02,0.01
2111,18,071,26,,,
2112,18,075,4,,,
2113,18,078,3,405,0.01,0.01
2114,18,084,3,,,
2115,18,081,389,779477,27.26,11.49
2116,18,082,1,100,0,0
2117,18,FGS,4,,,
2118,18,244,11,,,
2119,18,087,5,,,
2120,18,089,26,3982,0.14,0.06
2121,18,353,3,,,
2122,18,093,141,41813,1.46,0.62
2123,18,097,535,184302,6.45,2.72
2124,18,F10,1,,,
2125,18,101,26,7466,0.26,0.11
2126,18,105,18,4537,0.16,0.07
2127,18,110,4,,,
2128,18,143,2,331,0.01,0
2129,18,111,6,,,
2130,18,F53,4,,,
2131,18,123,131,37416,1.31,0.55
2132,18,127,107,10464,0.37,0.15
2133,18,133,2,,,
2134,18,C22,1,,,
2135,18,121,7,263,0.01,0
2136,18,141,82,16486,0.58,0.24
2137,18,145,28,,,
2138,18,146,8,,,
2139,18,151,102,45952,1.61,0.68
2140,18,149,1,,,
2141,18,155,5,900,0.03,0.01
2142,18,157,80,9583,0.34,0.14
2143,18,A47,1,,,
2144,18,D59,2,,,
2145,18,165,290,61639,2.16,0.91
2146,18,438,22,4424,0.15,0.07
2147,18,167,309,30666,1.07,0.45
2148,18,168,4,,,
2149,18,171,21,4372,0.15,0.06
2150,18,172,1,,,
2151,18,173,9,,,
2152,18,176,1,124,0,0
2153,18,181,2,433,0.02,0.01
2154,18,270,4,2903,0.1,0.04
2155,18,183,9,2750,0.1,0.04
2156,18,186,1,1000,0.03,0.01
2157,18,185,5,589,0.02,0.01
2158,18,FFT,3,105,0,0
2159,18,286,1,65,0,0
2160,18,FFW,2,,,
2161,18,FGK,1,,,
2162,18,190,2,,,
2163,18,193,81,11981,0.42,0.18
2164,18,202,3,520,0.02,0.01
2165,18,204,1,500,0.02,0.01
2166,18,FJ6,8,,,
2167,18,198,8,,,
2168,18,197,5,329,0.01,0
2169,18,201,8,993,0.03,0.01
2170,18,203,26,,,
2171,18,207,150,39094,1.37,0.58
2172,18,209,2,276,0.01,0
2173,18,215,5,,,
2174,18,216,14,,,
2175,18,FGP,1,,,
2176,18,213,13,2374,0.08,0.03
2177,18,346,1,,,
2178,18,263,25,4456,0.16,0.07
2179,18,221,26,2509,0.09,0.04
2180,18,222,1,,,
2181,18,391,9,346,0.01,0.01
2182,18,225,83,4964,0.17,0.07
2183,18,232,13,2208,0.08,0.03
2184,18,FFR,19,2700,0.09,0.04
2185,18,231,20,5488,0.19,0.08
2186,18,388,72,,,
2187,18,233,1,,,
2188,18,FGM,7,,,
2189,18,243,6,,,
2190,18,246,8,8646,0.3,0.13
2191,18,FDX,1,85,0,0
2192,18,FGD,2,,,
2193,18,895,3,4662,0.16,0.07
2194,18,896,11,1698,0.06,0.03
2195,18,FGR,1,111,0,0
2196,18,338,6,532,0.02,0.01
2197,18,FFX,2,49,0,0
2198,18,264,3,633,0.02,0.01
2199,18,262,2,,,
2200,18,256,4,,,
2201,18,265,1,,,
2202,18,272,181,41552,1.45,0.61
2203,18,F26,1,,,
2204,18,283,218,89348,3.12,1.32
2205,18,255,14,1618,0.06,0.02
2206,18,330,1,3500,0.12,0.05
2207,18,890,7,1804,0.06,0.03
2208,18,288,40,6671,0.23,0.1
2209,18,290,2,38,0,0
2210,18,FD1,5,600,0.02,0.01
2211,18,291,86,22010,0.77,0.32
2212,18,293,1,506,0.02,0.01
2213,18,267,45,41400,1.45,0.61
2214,18,175,4,352,0.01,0.01
2215,18,223,18,1456,0.05,0.02
2216,18,301,12,5266,0.18,0.08
2217,18,300,36,21600,0.76,0.32
2218,18,302,250,126744,4.43,1.87
2219,18,303,2,,,
2220,18,309,4,,,
2221,18,500,1164,474576,16.6,6.99
2222,18,313,3,,,
2223,18,314,12,,,
2224,18,FFY,2,41,0,0
2225,18,FHS,1,56,0,0
2226,18,FHT,2,323,0.01,0
2227,18,FD3,1,129,0,0
2228,18,FF2,9,1539,0.05,0.02
2229,18,F35,5,401,0.01,0.01
2230,18,329,1,44,0,0
2231,18,331,8,1090,0.04,0.02
2232,18,276,4,1190,0.04,0.02
2233,18,335,3,,,
2234,18,D71,5,1190,0.04,0.02
2235,18,339,22,,,
2236,18,352,3,,,
2237,18,355,204,29557,1.03,0.44
2238,18,356,25,3171,0.11,0.05
2239,18,354,2,,,
2240,18,361,1,94,0,0
2241,18,364,10,3210,0.11,0.05
2242,18,365,1,,,
2243,18,369,1,225,0.01,0
2244,18,275,1,1931,0.07,0.03
2245,18,271,11,5424,0.19,0.08
2246,18,F41,2,,,
2247,18,371,9,11965,0.42,0.18
2248,18,375,2,,,
2249,18,383,11,1423,0.05,0.02
2250,18,382,1,,,
2251,18,FHG,1,,,
2252,18,395,2,62,0,0
2253,18,401,6,98,0,0
2254,18,403,32,2367,0.08,0.03
2255,18,410,6,2635,0.09,0.04
2256,18,415,1,17,0,0
2257,18,413,99,17314,0.61,0.26
2258,18,419,453,91318,3.19,1.35
2259,18,F51,1,,,
2260,18,239,1,26,0,0
2261,18,423,1,40,0,0
2262,18,F54,3,,,
2263,18,891,11,2095,0.07,0.03
2264,18,431,3,240,0.01,0
2265,18,432,5,401,0.01,0.01
2266,18,FHH,4,962,0.03,0.01
2267,18,FHF,8,662,0.02,0.01
2268,18,389,1,40,0,0
2269,18,FHR,1,192,0.01,0
2270,18,FER,1,,,
2271,18,435,16,2934,0.1,0.04
2272,18,443,109,23673,0.83,0.35
2273,18,FGN,5,,,
2274,18,449,1053,216269,7.56,3.19
2275,18,454,159,,,
2276,18,455,4,863,0.03,0.01
2277,18,124,8,,,
2278,18,237,1,25,0,0
2279,18,892,3,480,0.02,0.01
2280,18,179,1,,,
2281,18,463,25,8770,0.31,0.13
2282,18,467,182,18978,0.66,0.28
2283,18,FJ5,1,,,
2284,18,469,10,1316,0.05,0.02
2285,18,FE1,3,808,0.03,0.01
2286,19,001,1,129,0.01,0
2287,19,003,10,2664,0.19,0.08
2288,19,005,1,180,0.01,0.01
2289,19,FHJ,2,130,0.01,0
2290,19,015,1,321,0.02,0.01
2291,19,284,9,,,
2292,19,017,1,178,0.01,0.01
2293,19,019,83,12110,0.85,0.38
2294,19,416,2,,,
2295,19,031,72,9366,0.65,0.29
2296,19,FG4,1,,,
2297,19,033,2,,,
2298,19,034,4,477,0.03,0.01
2299,19,040,8,1783,0.12,0.06
2300,19,FEX,4,317,0.02,0.01
2301,19,053,132,31965,2.23,1
2302,19,220,6,880,0.06,0.03
2303,19,056,7,1015,0.07,0.03
2304,19,061,3,335,0.02,0.01
2305,19,062,1,173,0.01,0.01
2306,19,063,2,,,
2307,19,FDT,1,45,0,0
2308,19,FHW,2,196,0.01,0.01
2309,19,071,1,,,
2310,19,084,1,,,
2311,19,081,416,470487,32.87,14.75
2312,19,FGS,4,,,
2313,19,244,5,,,
2314,19,089,23,4905,0.34,0.15
2315,19,353,35,,,
2316,19,093,111,15618,1.09,0.49
2317,19,097,106,22066,1.54,0.69
2318,19,101,1,180,0.01,0.01
2319,19,105,61,14914,1.04,0.47
2320,19,143,5,660,0.05,0.02
2321,19,111,2,,,
2322,19,F53,2,,,
2323,19,123,7,614,0.04,0.02
2324,19,127,17,1237,0.09,0.04
2325,19,133,2,,,
2326,19,121,3,113,0.01,0
2327,19,141,14,2304,0.16,0.07
2328,19,145,9,,,
2329,19,151,69,28402,1.98,0.89
2330,19,157,22,1925,0.13,0.06
2331,19,FFK,1,40,0,0
2332,19,163,3,,,
2333,19,165,70,9683,0.68,0.3
2334,19,438,1,14,0,0
2335,19,167,58,3552,0.25,0.11
2336,19,171,6,177,0.01,0.01
2337,19,172,1,,,
2338,19,173,44,,,
2339,19,181,8,1571,0.11,0.05
2340,19,270,2,1050,0.07,0.03
2341,19,183,3,447,0.03,0.01
2342,19,390,8,493,0.03,0.02
2343,19,057,40,,,
2344,19,186,2,462,0.03,0.01
2345,19,184,1,,,
2346,19,185,1,16,0,0
2347,19,FFT,1,160,0.01,0.01
2348,19,FFW,4,,,
2349,19,193,59,6767,0.47,0.21
2350,19,202,1,420,0.03,0.01
2351,19,204,2,200,0.01,0.01
2352,19,197,4,219,0.02,0.01
2353,19,201,16,1604,0.11,0.05
2354,19,203,100,,,
2355,19,207,403,185217,12.94,5.81
2356,19,209,20,998,0.07,0.03
2357,19,216,4,,,
2358,19,FGL,2,,,
2359,19,263,26,3304,0.23,0.1
2360,19,221,9,292,0.02,0.01
2361,19,391,1,13,0,0
2362,19,225,27,2923,0.2,0.09
2363,19,232,4,612,0.04,0.02
2364,19,FFR,4,1372,0.1,0.04
2365,19,388,89,,,
2366,19,FGM,1,,,
2367,19,243,1,,,
2368,19,246,6,1235,0.09,0.04
2369,19,248,1,70,0,0
2370,19,895,4,2950,0.21,0.09
2371,19,896,6,1081,0.08,0.03
2372,19,264,1,79,0.01,0
2373,19,272,85,15552,1.09,0.49
2374,19,D66,1,,,
2375,19,283,285,89917,6.28,2.82
2376,19,255,66,17440,1.22,0.55
2377,19,890,3,550,0.04,0.02
2378,19,333,1,26,0,0
2379,19,288,19,2647,0.18,0.08
2380,19,290,1,89,0.01,0
2381,19,FDZ,1,71,0,0
2382,19,291,5,308,0.02,0.01
2383,19,267,23,23211,1.62,0.73
2384,19,175,13,1441,0.1,0.05
2385,19,223,2,116,0.01,0
2386,19,300,14,10619,0.74,0.33
2387,19,302,21,6454,0.45,0.2
2388,19,F31,2,65,0,0
2389,19,307,2,,,
2390,19,309,1,,,
2391,19,308,2,,,
2392,19,500,289,85426,5.97,2.68
2393,19,313,13,,,
2394,19,314,34,,,
2395,19,324,1,64,0,0
2396,19,329,45,5438,0.38,0.17
2397,19,331,2,84,0.01,0
2398,19,276,1,200,0.01,0.01
2399,19,335,3,,,
2400,19,339,3,,,
2401,19,355,242,32550,2.27,1.02
2402,19,356,10,921,0.06,0.03
2403,19,354,1,,,
2404,19,361,1,42,0,0
2405,19,364,1,700,0.05,0.02
2406,19,369,3,946,0.07,0.03
2407,19,271,6,2076,0.15,0.07
2408,19,371,79,41570,2.9,1.3
2409,19,373,2,43,0,0
2410,19,383,3,137,0.01,0
2411,19,382,1,,,
2412,19,401,3,82,0.01,0
2413,19,403,19,1257,0.09,0.04
2414,19,410,1,190,0.01,0.01
2415,19,413,47,4953,0.35,0.16
2416,19,419,113,16129,1.13,0.51
2417,19,239,1,6,0,0
2418,19,424,2,247,0.02,0.01
2419,19,F54,3,,,
2420,19,891,4,1338,0.09,0.04
2421,19,432,1,48,0,0
2422,19,FHF,1,74,0.01,0
2423,19,435,13,2271,0.16,0.07
2424,19,443,162,29595,2.07,0.93
2425,19,FGN,2,,,
2426,19,449,735,173750,12.14,5.45
2427,19,454,46,,,
2428,19,455,8,1716,0.12,0.05
2429,19,124,4,,,
2430,19,237,1,13,0,0
2431,19,892,1,20,0,0
2432,19,462,1,,,
2433,19,179,11,,,
2434,19,463,12,3568,0.25,0.11
2435,19,FJ3,1,580,0.04,0.02
2436,19,467,18,2739,0.19,0.09
2437,19,469,9,1360,0.1,0.04
2438,20,003,38,7171,0.53,0.24
2439,20,005,3,576,0.04,0.02
2440,20,284,1,,,
2441,20,017,5,3450,0.26,0.12
2442,20,019,186,34575,2.56,1.18
2443,20,416,2,,,
2444,20,031,21,1976,0.15,0.07
2445,20,FG4,2,,,
2446,20,033,5,,,
2447,20,034,9,1519,0.11,0.05
2448,20,040,6,684,0.05,0.02
2449,20,FEX,2,136,0.01,0
2450,20,053,154,27959,2.07,0.95
2451,20,220,1,285,0.02,0.01
2452,20,047,1,,,
2453,20,056,6,1263,0.09,0.04
2454,20,059,6,,,
2455,20,061,4,675,0.05,0.02
2456,20,063,3,,,
2457,20,217,10,,,
2458,20,FE8,2,,,
2459,20,FHW,1,188,0.01,0.01
2460,20,071,2,,,
2461,20,075,9,,,
2462,20,081,337,414939,30.69,14.12
2463,20,FGS,3,,,
2464,20,244,1,,,
2465,20,087,1,,,
2466,20,089,6,1585,0.12,0.05
2467,20,FDU,1,25,0,0
2468,20,353,13,,,
2469,20,093,106,15908,1.18,0.54
2470,20,097,191,56271,4.16,1.92
2471,20,101,7,1406,0.1,0.05
2472,20,105,3,421,0.03,0.01
2473,20,143,26,5097,0.38,0.17
2474,20,111,3,,,
2475,20,F53,1,,,
2476,20,123,45,12810,0.95,0.44
2477,20,127,25,1649,0.12,0.06
2478,20,133,2,,,
2479,20,141,66,14224,1.05,0.48
2480,20,145,9,,,
2481,20,120,4,,,
2482,20,F16,1,,,
2483,20,151,76,38311,2.83,1.3
2484,20,155,1,126,0.01,0
2485,20,157,24,2260,0.17,0.08
2486,20,A47,3,,,
2487,20,165,157,28507,2.11,0.97
2488,20,438,4,49,0,0
2489,20,167,148,15592,1.15,0.53
2490,20,171,2,86,0.01,0
2491,20,172,2,,,
2492,20,173,24,,,
2493,20,181,4,577,0.04,0.02
2494,20,270,3,2163,0.16,0.07
2495,20,183,2,251,0.02,0.01
2496,20,057,3,,,
2497,20,FF6,1,,,
2498,20,FFT,1,99,0.01,0
2499,20,193,69,9507,0.7,0.32
2500,20,FG8,1,,,
2501,20,204,2,525,0.04,0.02
2502,20,201,29,4280,0.32,0.15
2503,20,203,32,,,
2504,20,328,25,2500,0.18,0.09
2505,20,207,104,26474,1.96,0.9
2506,20,216,15,,,
2507,20,211,1,,,
2508,20,213,7,957,0.07,0.03
2509,20,263,24,2956,0.22,0.1
2510,20,221,12,1189,0.09,0.04
2511,20,391,1,11,0,0
2512,20,225,2,292,0.02,0.01
2513,20,FFR,13,2876,0.21,0.1
2514,20,388,19,,,
2515,20,FHN,1,25,0,0
2516,20,FGM,1,,,
2517,20,246,2,455,0.03,0.02
2518,20,895,4,5731,0.42,0.2
2519,20,896,6,1231,0.09,0.04
2520,20,247,2,,,
2521,20,264,3,628,0.05,0.02
2522,20,FE9,2,,,
2523,20,256,2,,,
2524,20,268,1,,,
2525,20,272,89,18970,1.4,0.65
2526,20,283,161,47593,3.52,1.62
2527,20,255,14,1222,0.09,0.04
2528,20,890,9,696,0.05,0.02
2529,20,F28,1,15,0,0
2530,20,278,2,244,0.02,0.01
2531,20,288,40,8484,0.63,0.29
2532,20,290,2,188,0.01,0.01
2533,20,FD1,1,72,0.01,0
2534,20,291,3,167,0.01,0.01
2535,20,267,16,3615,0.27,0.12
2536,20,175,7,1430,0.11,0.05
2537,20,223,10,892,0.07,0.03
2538,20,301,5,2280,0.17,0.08
2539,20,300,22,13208,0.98,0.45
2540,20,302,57,16240,1.2,0.55
2541,20,309,1,,,
2542,20,500,578,164486,12.16,5.6
2543,20,313,9,,,
2544,20,314,6,,,
2545,20,FF2,5,562,0.04,0.02
2546,20,F35,3,247,0.02,0.01
2547,20,324,1,21,0,0
2548,20,331,2,340,0.03,0.01
2549,20,D71,6,4914,0.36,0.17
2550,20,339,8,,,
2551,20,355,145,22370,1.65,0.76
2552,20,356,8,1611,0.12,0.05
2553,20,361,1,50,0,0
2554,20,271,3,4609,0.34,0.16
2555,20,371,3,316,0.02,0.01
2556,20,383,11,742,0.05,0.03
2557,20,401,1,60,0,0
2558,20,403,14,1074,0.08,0.04
2559,20,410,1,440,0.03,0.01
2560,20,413,61,8179,0.6,0.28
2561,20,419,359,84805,6.27,2.89
2562,20,F51,1,,,
2563,20,239,2,72,0.01,0
2564,20,F54,4,,,
2565,20,891,9,3345,0.25,0.11
2566,20,FGQ,2,,,
2567,20,437,1,,,
2568,20,435,6,1396,0.1,0.05
2569,20,443,41,5988,0.44,0.2
2570,20,FGN,4,,,
2571,20,449,630,165658,12.25,5.64
2572,20,454,16,,,
2573,20,124,9,,,
2574,20,237,17,4810,0.36,0.16
2575,20,463,4,1040,0.08,0.04
2576,20,467,38,6062,0.45,0.21
2577,20,469,9,1278,0.09,0.04
2578,20,490,1,,,
2579,21,001,2,46,0,0
2580,21,003,50,8743,0.39,0.19
2581,21,005,24,3476,0.16,0.08
2582,21,FHJ,2,307,0.01,0.01
2583,21,012,5,,,
2584,21,016,5,601,0.03,0.01
2585,21,284,1,,,
2586,21,017,12,3548,0.16,0.08
2587,21,019,7,1681,0.08,0.04
2588,21,416,2,,,
2589,21,031,120,13013,0.58,0.29
2590,21,F01,1,,,
2591,21,FG4,1,,,
2592,21,033,17,,,
2593,21,FG3,1,,,
2594,21,034,3,1410,0.06,0.03
