id,StateCode,FIPS,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
80587,01,1001,003,3,378,1.25,0.64
80588,01,1001,005,2,280,0.93,0.48
80589,01,1001,053,3,370,1.22,0.63
80590,01,1001,055,1,,,
80591,01,1001,056,0,36,0.12,0.06
80592,01,1001,081,1,960,3.17,1.63
80593,01,1001,089,1,132,0.44,0.22
80594,01,1001,097,1,67,0.22,0.11
80595,01,1001,101,1,120,0.4,0.2
80596,01,1001,123,1,50,0.17,0.09
80597,01,1001,127,6,442,1.46,0.75
80598,01,1001,141,1,120,0.4,0.2
80599,01,1001,151,1,553,1.83,0.94
80600,01,1001,165,2,97,0.32,0.16
80601,01,1001,167,7,978,3.23,1.66
80602,01,1001,193,1,202,0.67,0.34
80603,01,1001,FFR,1,360,1.19,0.61
80604,01,1001,243,1,,,
80605,01,1001,272,1,228,0.75,0.39
80606,01,1001,283,1,49,0.16,0.08
80607,01,1001,300,1,150,0.5,0.26
80608,01,1001,302,5,616,2.04,1.05
80609,01,1001,500,18,3780,12.5,6.43
80610,01,1001,356,1,203,0.67,0.35
80611,01,1001,361,2,129,0.43,0.22
80612,01,1001,413,1,102,0.34,0.17
80613,01,1001,419,34,17115,56.58,29.1
80614,01,1001,449,9,2619,8.66,4.45
80615,01,1001,454,2,,,
80616,01,1001,467,1,113,0.37,0.19
80617,01,1003,003,5,858,0.69,0.37
80618,01,1003,005,1,150,0.12,0.06
80619,01,1003,033,2,,,
80620,01,1003,053,16,6112,4.92,2.64
80621,01,1003,220,1,21,0.02,0.01
80622,01,1003,056,1,51,0.04,0.02
80623,01,1003,084,1,,,
80624,01,1003,081,14,31475,25.31,13.58
80625,01,1003,089,2,325,0.26,0.14
80626,01,1003,093,3,193,0.16,0.08
80627,01,1003,097,2,490,0.39,0.21
80628,01,1003,101,1,160,0.13,0.07
80629,01,1003,123,1,218,0.18,0.09
80630,01,1003,127,9,2036,1.64,0.88
80631,01,1003,141,2,636,0.51,0.27
80632,01,1003,145,1,,,
80633,01,1003,151,3,1521,1.22,0.66
80634,01,1003,165,1,85,0.07,0.04
80635,01,1003,167,12,1570,1.26,0.68
80636,01,1003,173,2,,,
80637,01,1003,193,9,3869,3.11,1.67
80638,01,1003,201,3,306,0.25,0.13
80639,01,1003,207,2,130,0.1,0.06
80640,01,1003,216,2,,,
80641,01,1003,FFR,1,90,0.07,0.04
80642,01,1003,243,1,,,
80643,01,1003,246,1,150,0.12,0.06
80644,01,1003,FE9,1,,,
80645,01,1003,272,9,1904,1.53,0.82
80646,01,1003,283,8,1114,0.9,0.48
80647,01,1003,255,1,150,0.12,0.06
80648,01,1003,291,1,0,0,0
80649,01,1003,223,1,99,0.08,0.04
80650,01,1003,302,3,1252,1.01,0.54
80651,01,1003,309,1,,,
80652,01,1003,500,44,16110,12.96,6.95
80653,01,1003,355,7,1522,1.22,0.66
80654,01,1003,356,4,820,0.66,0.35
80655,01,1003,413,3,478,0.38,0.21
80656,01,1003,419,68,37107,29.84,16.01
80657,01,1003,437,1,,,
80658,01,1003,435,1,109,0.09,0.05
80659,01,1003,FGN,1,,,
80660,01,1003,449,24,13075,10.51,5.64
80661,01,1003,454,5,,,
80662,01,1003,124,2,,,
80663,01,1003,467,1,165,0.13,0.07
80664,01,1005,003,13,3038,17.53,12.04
80665,01,1005,053,7,573,3.31,2.27
80666,01,1005,081,2,2353,13.58,9.33
80667,01,1005,123,1,122,0.7,0.48
80668,01,1005,127,1,0,0,0
80669,01,1005,141,2,300,1.73,1.19
80670,01,1005,151,1,369,2.13,1.46
80671,01,1005,167,2,147,0.85,0.58
80672,01,1005,180,1,,,
80673,01,1005,193,1,201,1.16,0.8
80674,01,1005,FGD,1,,,
80675,01,1005,272,1,232,1.34,0.92
80676,01,1005,223,1,99,0.57,0.39
80677,01,1005,300,2,404,2.33,1.6
80678,01,1005,500,12,3356,19.37,13.31
80679,01,1005,355,1,93,0.54,0.37
80680,01,1005,356,4,127,0.73,0.5
80681,01,1005,413,1,62,0.36,0.25
80682,01,1005,419,25,4884,28.18,19.36
80683,01,1005,443,1,61,0.35,0.24
80684,01,1005,449,12,909,5.25,3.6
80685,01,1005,454,1,,,
80686,01,1007,003,2,404,3.71,1.81
80687,01,1007,005,2,152,1.4,0.68
80688,01,1007,053,2,249,2.29,1.12
80689,01,1007,056,0,4,0.04,0.02
80690,01,1007,FE8,4,,,
80691,01,1007,127,2,36,0.33,0.16
80692,01,1007,145,3,,,
80693,01,1007,155,1,180,1.65,0.81
80694,01,1007,165,2,113,1.04,0.51
80695,01,1007,167,3,114,1.05,0.51
80696,01,1007,223,1,98,0.9,0.44
80697,01,1007,302,1,180,1.65,0.81
80698,01,1007,500,5,1080,9.92,4.84
80699,01,1007,355,1,26,0.24,0.12
80700,01,1007,356,2,98,0.9,0.44
80701,01,1007,413,2,21,0.19,0.09
80702,01,1007,419,42,8003,73.51,35.9
80703,01,1007,449,4,129,1.18,0.58
80704,01,1007,454,2,,,
80705,01,1009,053,2,370,1.09,0.63
80706,01,1009,056,0,1,0,0
80707,01,1009,081,1,2064,6.09,3.49
80708,01,1009,089,1,109,0.32,0.18
80709,01,1009,127,12,1003,2.96,1.7
80710,01,1009,151,1,461,1.36,0.78
80711,01,1009,155,1,180,0.53,0.3
80712,01,1009,165,6,525,1.55,0.89
80713,01,1009,167,8,537,1.58,0.91
80714,01,1009,185,1,70,0.21,0.12
80715,01,1009,193,1,34,0.1,0.06
80716,01,1009,272,2,312,0.92,0.53
80717,01,1009,300,1,60,0.18,0.1
80718,01,1009,302,1,150,0.44,0.25
80719,01,1009,500,10,1950,5.75,3.3
80720,01,1009,356,1,,,
80721,01,1009,419,74,23602,69.63,39.91
80722,01,1009,449,21,2467,7.28,4.17
80723,01,1009,454,1,,,
80724,01,1011,003,8,984,20.11,9.5
80725,01,1011,005,2,384,7.85,3.71
80726,01,1011,053,2,70,1.43,0.68
80727,01,1011,056,0,52,1.06,0.5
80728,01,1011,081,1,105,2.15,1.01
80729,01,1011,101,2,152,3.11,1.47
80730,01,1011,110,1,,,
80731,01,1011,167,1,60,1.23,0.58
80732,01,1011,177,1,,,
80733,01,1011,272,1,220,4.5,2.12
80734,01,1011,300,1,326,6.66,3.15
80735,01,1011,302,4,428,8.75,4.13
80736,01,1011,500,2,200,4.09,1.93
80737,01,1011,355,1,31,0.63,0.3
80738,01,1011,356,1,17,0.35,0.16
80739,01,1011,413,1,76,1.55,0.73
80740,01,1011,419,10,1629,33.29,15.73
80741,01,1011,449,4,160,3.27,1.54
80742,01,1013,005,2,302,2.59,1.59
80743,01,1013,053,1,125,1.07,0.66
80744,01,1013,081,1,96,0.82,0.5
80745,01,1013,093,3,302,2.59,1.59
80746,01,1013,127,3,37,0.32,0.19
80747,01,1013,141,1,120,1.03,0.63
80748,01,1013,A47,1,,,
80749,01,1013,167,9,721,6.19,3.78
80750,01,1013,173,1,,,
80751,01,1013,193,1,125,1.07,0.66
80752,01,1013,232,2,152,1.31,0.8
80753,01,1013,FFR,1,90,0.77,0.47
80754,01,1013,272,1,158,1.36,0.83
80755,01,1013,301,1,202,1.73,1.06
80756,01,1013,302,3,228,1.96,1.2
80757,01,1013,500,9,2310,19.84,12.13
80758,01,1013,356,1,155,1.33,0.81
80759,01,1013,361,1,38,0.33,0.2
80760,01,1013,413,1,21,0.18,0.11
80761,01,1013,419,36,5850,50.24,30.71
80762,01,1013,449,9,613,5.26,3.22
80763,01,1013,454,1,,,
80764,01,1015,003,1,126,0.15,0.11
80765,01,1015,005,1,126,0.15,0.11
80766,01,1015,042,1,,,
80767,01,1015,053,6,528,0.63,0.45
80768,01,1015,056,0,28,0.03,0.02
80769,01,1015,081,4,3345,4,2.87
80770,01,1015,353,1,,,
80771,01,1015,093,2,85,0.1,0.07
80772,01,1015,097,2,222,0.27,0.19
80773,01,1015,101,9,1106,1.32,0.95
80774,01,1015,F53,1,,,
80775,01,1015,123,1,90,0.11,0.08
80776,01,1015,127,13,4634,5.54,3.98
80777,01,1015,122,1,,,
80778,01,1015,141,2,130,0.16,0.11
80779,01,1015,145,1,,,
80780,01,1015,151,1,553,0.66,0.47
80781,01,1015,155,4,504,0.6,0.43
80782,01,1015,165,1,65,0.08,0.06
80783,01,1015,167,16,2264,2.71,1.94
80784,01,1015,177,12,,,
80785,01,1015,180,6,,,
80786,01,1015,185,1,84,0.1,0.07
80787,01,1015,193,3,799,0.96,0.69
80788,01,1015,203,1,,,
80789,01,1015,207,2,177,0.21,0.15
80790,01,1015,263,1,74,0.09,0.06
80791,01,1015,272,4,834,1,0.72
80792,01,1015,267,1,370,0.44,0.32
80793,01,1015,300,5,3132,3.74,2.69
80794,01,1015,302,10,2104,2.52,1.81
80795,01,1015,500,39,16260,19.44,13.96
80796,01,1015,331,1,69,0.08,0.06
80797,01,1015,355,7,284,0.34,0.24
80798,01,1015,356,2,174,0.21,0.15
80799,01,1015,403,1,172,0.21,0.15
80800,01,1015,413,4,420,0.5,0.36
80801,01,1015,419,88,40910,48.91,35.13
80802,01,1015,F58,1,100,0.12,0.09
80803,01,1015,449,24,3846,4.6,3.3
80804,01,1015,454,3,,,
80805,01,1015,467,2,36,0.04,0.03
80806,01,1017,003,2,262,1.35,0.75
80807,01,1017,053,4,206,1.06,0.59
80808,01,1017,056,0,3,0.02,0.01
80809,01,1017,081,1,263,1.36,0.76
80810,01,1017,093,3,28,0.14,0.08
80811,01,1017,097,2,501,2.59,1.44
80812,01,1017,101,8,1032,5.32,2.97
80813,01,1017,123,2,70,0.36,0.2
80814,01,1017,127,1,210,1.08,0.6
80815,01,1017,151,1,553,2.85,1.59
80816,01,1017,165,5,477,2.46,1.37
80817,01,1017,167,4,229,1.18,0.66
80818,01,1017,177,1,,,
80819,01,1017,272,1,320,1.65,0.92
80820,01,1017,301,1,10,0.05,0.03
80821,01,1017,300,8,3798,19.6,10.92
80822,01,1017,302,3,378,1.95,1.09
80823,01,1017,500,10,860,4.44,2.47
80824,01,1017,339,1,,,
80825,01,1017,355,1,8,0.04,0.02
80826,01,1017,419,35,8241,42.52,23.7
80827,01,1017,443,1,24,0.12,0.07
80828,01,1017,449,24,1908,9.84,5.49
80829,01,1017,454,1,,,
80830,01,1019,001,1,0,0,0
80831,01,1019,081,1,25,0.2,0.1
80832,01,1019,F53,1,,,
80833,01,1019,127,2,91,0.73,0.36
80834,01,1019,141,1,120,0.96,0.48
80835,01,1019,145,1,,,
80836,01,1019,167,4,246,1.96,0.99
80837,01,1019,177,5,,,
80838,01,1019,180,2,,,
80839,01,1019,272,1,222,1.77,0.89
80840,01,1019,302,1,150,1.2,0.6
80841,01,1019,500,3,440,3.51,1.76
80842,01,1019,419,47,9771,77.85,39.13
80843,01,1019,449,18,1486,11.84,5.95
80844,01,1019,454,1,,,
80845,01,1021,003,2,382,1.15,0.85
80846,01,1021,017,2,200,0.6,0.44
80847,01,1021,053,8,1438,4.34,3.19
80848,01,1021,056,0,3,0.01,0.01
80849,01,1021,FE8,2,,,
80850,01,1021,081,1,884,2.67,1.96
80851,01,1021,D83,1,,,
80852,01,1021,123,1,96,0.29,0.21
80853,01,1021,127,8,1321,3.98,2.93
80854,01,1021,145,2,,,
80855,01,1021,151,1,461,1.39,1.02
80856,01,1021,165,1,25,0.08,0.06
80857,01,1021,167,5,318,0.96,0.71
80858,01,1021,193,1,80,0.24,0.18
80859,01,1021,FFR,1,240,0.72,0.53
80860,01,1021,272,1,324,0.98,0.72
80861,01,1021,300,2,404,1.22,0.9
80862,01,1021,302,3,480,1.45,1.07
80863,01,1021,500,17,4440,13.39,9.86
80864,01,1021,356,1,134,0.4,0.3
80865,01,1021,413,2,170,0.51,0.38
80866,01,1021,419,59,20139,60.73,44.74
80867,01,1021,449,12,1622,4.89,3.6
80868,01,1023,005,3,460,5.91,3.63
80869,01,1023,053,9,942,12.1,7.44
80870,01,1023,081,1,64,0.82,0.51
80871,01,1023,353,1,,,
80872,01,1023,101,7,784,10.07,6.19
80873,01,1023,127,3,28,0.36,0.22
80874,01,1023,151,1,231,2.97,1.82
80875,01,1023,167,2,131,1.68,1.03
80876,01,1023,180,1,,,
80877,01,1023,272,1,74,0.95,0.58
80878,01,1023,302,1,100,1.28,0.79
80879,01,1023,500,2,200,2.57,1.58
80880,01,1023,361,1,94,1.21,0.74
80881,01,1023,413,1,65,0.83,0.51
80882,01,1023,419,29,3855,49.51,30.44
80883,01,1023,449,13,759,9.75,5.99
80884,01,1025,003,9,936,5.36,4.05
80885,01,1025,005,3,576,3.3,2.49
80886,01,1025,042,1,,,
80887,01,1025,053,5,281,1.61,1.22
80888,01,1025,081,1,232,1.33,1
80889,01,1025,101,8,608,3.48,2.63
80890,01,1025,127,2,209,1.2,0.91
80891,01,1025,141,1,910,5.21,3.94
80892,01,1025,145,1,,,
80893,01,1025,165,1,23,0.13,0.1
80894,01,1025,167,5,226,1.29,0.98
80895,01,1025,193,1,16,0.09,0.07
80896,01,1025,272,2,226,1.29,0.98
80897,01,1025,300,1,202,1.16,0.87
80898,01,1025,302,1,76,0.44,0.33
80899,01,1025,500,5,1046,5.99,4.53
80900,01,1025,355,1,35,0.2,0.15
80901,01,1025,413,2,110,0.63,0.48
80902,01,1025,419,47,10538,60.32,45.64
80903,01,1025,449,12,1221,6.99,5.29
80904,01,1025,454,3,,,
80905,01,1027,053,1,257,2.63,1.81
80906,01,1027,056,0,1,0.01,0.01
80907,01,1027,081,1,174,1.78,1.22
80908,01,1027,101,1,76,0.78,0.53
80909,01,1027,127,2,50,0.51,0.35
80910,01,1027,145,1,,,
80911,01,1027,155,1,76,0.78,0.53
80912,01,1027,167,6,371,3.8,2.61
80913,01,1027,180,1,,,
80914,01,1027,272,1,112,1.15,0.79
80915,01,1027,300,1,240,2.46,1.69
80916,01,1027,302,1,700,7.16,4.92
80917,01,1027,500,2,200,2.05,1.4
80918,01,1027,413,1,65,0.66,0.46
80919,01,1027,419,38,6704,68.58,47.09
80920,01,1027,449,13,749,7.66,5.26
80921,01,1029,053,1,80,0.68,0.53
80922,01,1029,056,0,1,0.01,0.01
80923,01,1029,127,4,123,1.04,0.82
80924,01,1029,167,3,182,1.54,1.21
80925,01,1029,180,1,,,
80926,01,1029,193,1,39,0.33,0.26
80927,01,1029,302,1,150,1.27,1
80928,01,1029,500,4,1100,9.3,7.31
80929,01,1029,419,39,9511,80.4,63.17
80930,01,1029,449,12,643,5.44,4.27
80931,01,1031,003,6,928,2.5,1.74
80932,01,1031,053,14,952,2.57,1.78
80933,01,1031,056,0,3,0.01,0.01
80934,01,1031,FE8,1,,,
80935,01,1031,081,1,2423,6.54,4.53
80936,01,1031,127,2,688,1.86,1.29
80937,01,1031,122,1,,,
80938,01,1031,141,3,280,0.76,0.52
80939,01,1031,145,1,,,
80940,01,1031,151,1,507,1.37,0.95
80941,01,1031,167,7,793,2.14,1.48
80942,01,1031,193,1,82,0.22,0.15
80943,01,1031,232,1,100,0.27,0.19
80944,01,1031,272,1,282,0.76,0.53
80945,01,1031,283,1,143,0.39,0.27
80946,01,1031,223,1,101,0.27,0.19
80947,01,1031,302,5,600,1.62,1.12
80948,01,1031,500,10,4330,11.68,8.1
80949,01,1031,355,1,67,0.18,0.13
80950,01,1031,356,1,100,0.27,0.19
80951,01,1031,413,1,164,0.44,0.31
80952,01,1031,419,55,22017,59.39,41.18
80953,01,1031,449,10,2512,6.78,4.7
80954,01,1031,454,1,,,
80955,01,1033,003,3,478,1.39,0.84
80956,01,1033,053,2,263,0.76,0.46
80957,01,1033,056,0,6,0.02,0.01
80958,01,1033,081,1,1206,3.49,2.11
80959,01,1033,101,4,428,1.24,0.75
80960,01,1033,127,3,392,1.14,0.68
80961,01,1033,145,1,,,
80962,01,1033,165,2,170,0.49,0.3
80963,01,1033,167,33,4341,12.58,7.59
80964,01,1033,185,5,220,0.64,0.38
80965,01,1033,187,1,160,0.46,0.28
80966,01,1033,193,1,294,0.85,0.51
80967,01,1033,272,2,330,0.96,0.58
80968,01,1033,283,1,44,0.13,0.08
80969,01,1033,223,2,199,0.58,0.35
80970,01,1033,300,4,1138,3.3,1.99
80971,01,1033,302,13,2538,7.35,4.43
80972,01,1033,304,2,402,1.16,0.7
80973,01,1033,500,6,1290,3.74,2.25
80974,01,1033,355,2,149,0.43,0.26
80975,01,1033,356,1,361,1.05,0.63
80976,01,1033,413,1,77,0.22,0.13
80977,01,1033,419,42,17928,51.95,31.33
80978,01,1033,449,8,2097,6.08,3.66
80979,01,1033,454,2,,,
80980,01,1035,005,4,420,8.33,3.62
80981,01,1035,053,4,147,2.91,1.27
80982,01,1035,A47,1,,,
80983,01,1035,167,5,355,7.04,3.06
80984,01,1035,173,2,,,
80985,01,1035,272,1,132,2.62,1.14
80986,01,1035,223,1,99,1.96,0.85
80987,01,1035,302,3,252,5,2.17
80988,01,1035,500,6,450,8.92,3.88
80989,01,1035,419,18,2614,51.83,22.54
80990,01,1035,449,11,574,11.38,4.95
80991,01,1037,003,1,100,2.04,0.96
80992,01,1037,056,0,3,0.06,0.03
80993,01,1037,F53,1,,,
80994,01,1037,127,2,69,1.41,0.66
80995,01,1037,122,1,,,
80996,01,1037,167,2,51,1.04,0.49
80997,01,1037,272,1,214,4.37,2.06
80998,01,1037,300,2,250,5.1,2.41
80999,01,1037,302,2,160,3.26,1.54
81000,01,1037,500,3,1100,22.44,10.59
81001,01,1037,355,1,16,0.33,0.15
81002,01,1037,356,1,25,0.51,0.24
81003,01,1037,419,19,2768,56.48,26.65
81004,01,1037,449,2,145,2.96,1.4
81005,01,1039,003,1,76,0.35,0.2
81006,01,1039,033,1,,,
81007,01,1039,053,12,910,4.19,2.42
81008,01,1039,056,0,4,0.02,0.01
81009,01,1039,081,1,369,1.7,0.98
81010,01,1039,127,5,173,0.8,0.46
81011,01,1039,122,1,,,
81012,01,1039,141,2,240,1.1,0.64
81013,01,1039,151,1,231,1.06,0.61
81014,01,1039,A47,1,,,
81015,01,1039,165,2,60,0.28,0.16
81016,01,1039,167,12,969,4.46,2.58
81017,01,1039,193,1,184,0.85,0.49
81018,01,1039,272,1,224,1.03,0.6
81019,01,1039,283,1,40,0.18,0.11
81020,01,1039,300,1,76,0.35,0.2
81021,01,1039,302,1,76,0.35,0.2
81022,01,1039,500,9,1990,9.16,5.3
81023,01,1039,355,1,164,0.75,0.44
81024,01,1039,356,1,36,0.17,0.1
81025,01,1039,419,51,14259,65.61,37.95
81026,01,1039,449,10,1652,7.6,4.4
81027,01,1039,454,2,,,
81028,01,1041,003,1,202,2.51,1.53
81029,01,1041,053,7,284,3.53,2.15
81030,01,1041,056,0,2,0.02,0.02
81031,01,1041,127,3,0,0,0
81032,01,1041,151,1,231,2.87,1.75
81033,01,1041,167,11,735,9.14,5.57
81034,01,1041,272,1,124,1.54,0.94
81035,01,1041,302,1,76,0.95,0.58
81036,01,1041,500,2,200,2.49,1.52
81037,01,1041,419,26,5502,68.42,41.7
81038,01,1041,443,1,6,0.07,0.05
81039,01,1041,449,8,680,8.46,5.15
81040,01,1043,053,4,453,0.82,0.52
81041,01,1043,056,0,5,0.01,0.01
81042,01,1043,081,2,3171,5.76,3.61
81043,01,1043,123,1,180,0.33,0.2
81044,01,1043,127,10,1083,1.97,1.23
81045,01,1043,151,1,507,0.92,0.58
81046,01,1043,165,5,488,0.89,0.56
81047,01,1043,167,27,2595,4.72,2.95
81048,01,1043,180,1,,,
81049,01,1043,185,6,631,1.15,0.72
81050,01,1043,193,1,322,0.59,0.37
81051,01,1043,198,1,,,
81052,01,1043,FGM,1,,,
81053,01,1043,272,2,322,0.59,0.37
81054,01,1043,283,2,962,1.75,1.09
81055,01,1043,223,1,100,0.18,0.11
81056,01,1043,302,4,650,1.18,0.74
81057,01,1043,500,16,9042,16.44,10.29
81058,01,1043,314,1,,,
81059,01,1043,355,1,52,0.09,0.06
81060,01,1043,356,1,316,0.57,0.36
81061,01,1043,361,1,94,0.17,0.11
81062,01,1043,413,1,109,0.2,0.12
81063,01,1043,419,113,31707,57.64,36.09
81064,01,1043,449,19,2224,4.04,2.53
81065,01,1043,454,2,,,
81066,01,1045,003,6,756,3.04,1.53
81067,01,1045,005,2,676,2.72,1.37
81068,01,1045,053,15,1000,4.03,2.03
81069,01,1045,056,0,8,0.03,0.02
81070,01,1045,081,1,341,1.37,0.69
81071,01,1045,127,3,92,0.37,0.19
81072,01,1045,122,1,,,
81073,01,1045,141,1,428,1.72,0.87
81074,01,1045,151,2,922,3.71,1.87
81075,01,1045,155,1,100,0.4,0.2
81076,01,1045,167,4,383,1.54,0.78
81077,01,1045,193,1,30,0.12,0.06
81078,01,1045,272,1,200,0.81,0.41
81079,01,1045,283,1,96,0.39,0.19
81080,01,1045,267,1,545,2.19,1.1
81081,01,1045,223,3,304,1.22,0.62
81082,01,1045,300,1,418,1.68,0.85
81083,01,1045,302,2,200,0.81,0.41
81084,01,1045,500,16,3970,15.98,8.05
81085,01,1045,365,1,,,
81086,01,1045,413,1,60,0.24,0.12
81087,01,1045,419,30,11908,47.94,24.14
81088,01,1045,449,18,2400,9.66,4.87
81089,01,1047,003,9,1234,5.82,3.21
81090,01,1047,005,3,302,1.42,0.79
81091,01,1047,053,1,155,0.73,0.4
81092,01,1047,055,1,,,
81093,01,1047,056,0,32,0.15,0.08
81094,01,1047,081,2,472,2.23,1.23
81095,01,1047,093,1,0,0,0
81096,01,1047,097,2,110,0.52,0.29
81097,01,1047,101,3,252,1.19,0.66
81098,01,1047,110,1,,,
81099,01,1047,123,1,100,0.47,0.26
81100,01,1047,127,3,242,1.14,0.63
81101,01,1047,141,1,120,0.57,0.31
81102,01,1047,151,1,369,1.74,0.96
81103,01,1047,165,2,208,0.98,0.54
81104,01,1047,167,8,533,2.51,1.39
81105,01,1047,187,3,228,1.08,0.59
81106,01,1047,193,2,413,1.95,1.07
81107,01,1047,216,1,,,
81108,01,1047,231,1,150,0.71,0.39
81109,01,1047,FE9,1,,,
81110,01,1047,272,2,400,1.89,1.04
81111,01,1047,283,2,135,0.64,0.35
81112,01,1047,267,3,369,1.74,0.96
81113,01,1047,300,6,1884,8.89,4.9
81114,01,1047,302,4,700,3.3,1.82
81115,01,1047,500,14,2530,11.94,6.58
81116,01,1047,355,4,46,0.22,0.12
81117,01,1047,356,1,32,0.15,0.08
81118,01,1047,361,2,144,0.68,0.37
81119,01,1047,383,1,20,0.09,0.05
81120,01,1047,413,1,330,1.56,0.86
81121,01,1047,419,28,8928,42.12,23.21
81122,01,1047,432,1,27,0.13,0.07
81123,01,1047,449,11,732,3.45,1.9
81124,01,1047,454,1,,,
81125,01,1049,053,2,80,0.18,0.11
81126,01,1049,056,0,6,0.01,0.01
81127,01,1049,081,1,5787,12.78,8.08
81128,01,1049,097,1,92,0.2,0.13
81129,01,1049,F53,2,,,
81130,01,1049,127,19,2018,4.46,2.82
81131,01,1049,133,1,,,
81132,01,1049,145,4,,,
81133,01,1049,151,1,507,1.12,0.71
81134,01,1049,165,4,1275,2.82,1.78
81135,01,1049,167,9,509,1.12,0.71
81136,01,1049,177,1,,,
81137,01,1049,193,2,169,0.37,0.24
81138,01,1049,FFR,1,380,0.84,0.53
81139,01,1049,272,3,616,1.36,0.86
81140,01,1049,283,1,15,0.03,0.02
81141,01,1049,302,3,450,0.99,0.63
81142,01,1049,500,18,3280,7.25,4.58
81143,01,1049,355,1,47,0.1,0.07
81144,01,1049,356,2,114,0.25,0.16
81145,01,1049,361,1,75,0.17,0.1
81146,01,1049,413,5,769,1.7,1.07
81147,01,1049,419,82,25803,57,36.03
81148,01,1049,FG5,1,,,
81149,01,1049,449,33,3001,6.63,4.19
81150,01,1049,454,1,,,
81151,01,1049,124,1,,,
81152,01,1049,467,2,273,0.6,0.38
81153,01,1051,005,7,902,2.22,1.03
81154,01,1051,017,1,500,1.23,0.57
81155,01,1051,053,6,568,1.4,0.65
81156,01,1051,056,0,15,0.04,0.02
81157,01,1051,059,1,,,
81158,01,1051,081,3,1132,2.79,1.29
81159,01,1051,353,1,,,
81160,01,1051,123,1,20,0.05,0.02
81161,01,1051,127,3,1274,3.14,1.45
81162,01,1051,151,2,1198,2.95,1.36
81163,01,1051,165,1,95,0.23,0.11
81164,01,1051,167,12,1013,2.49,1.15
81165,01,1051,185,1,184,0.45,0.21
81166,01,1051,193,3,537,1.32,0.61
81167,01,1051,207,1,60,0.15,0.07
81168,01,1051,232,1,126,0.31,0.14
81169,01,1051,272,2,436,1.07,0.5
81170,01,1051,175,2,82,0.2,0.09
81171,01,1051,300,1,300,0.74,0.34
81172,01,1051,302,6,756,1.86,0.86
81173,01,1051,500,21,6590,16.22,7.49
81174,01,1051,355,1,154,0.38,0.18
81175,01,1051,356,1,191,0.47,0.22
81176,01,1051,361,1,30,0.07,0.03
81177,01,1051,365,1,,,
81178,01,1051,413,1,41,0.1,0.05
81179,01,1051,419,44,20394,50.19,23.18
81180,01,1051,449,20,4034,9.93,4.59
81181,01,1051,454,1,,,
81182,01,1053,003,2,460,1.91,1.25
81183,01,1053,053,7,963,4,2.62
81184,01,1053,056,0,10,0.04,0.03
81185,01,1053,081,2,316,1.31,0.86
81186,01,1053,127,4,178,0.74,0.48
81187,01,1053,145,1,,,
81188,01,1053,151,2,922,3.83,2.51
81189,01,1053,165,1,144,0.6,0.39
81190,01,1053,167,7,456,1.89,1.24
81191,01,1053,173,4,,,
81192,01,1053,193,3,290,1.2,0.79
81193,01,1053,272,2,366,1.52,1
81194,01,1053,283,1,30,0.12,0.08
81195,01,1053,223,1,101,0.42,0.27
81196,01,1053,300,1,521,2.16,1.42
81197,01,1053,302,2,200,0.83,0.54
81198,01,1053,500,15,4330,17.98,11.78
81199,01,1053,356,2,211,0.88,0.57
81200,01,1053,413,1,51,0.21,0.14
81201,01,1053,419,41,13362,55.48,36.35
81202,01,1053,449,11,1173,4.87,3.19
81203,01,1053,454,5,,,
81204,01,1055,001,1,0,0,0
81205,01,1055,003,2,376,0.45,0.36
81206,01,1055,053,7,908,1.08,0.88
81207,01,1055,056,0,7,0.01,0.01
81208,01,1055,FE8,1,,,
81209,01,1055,081,1,5020,5.99,4.85
81210,01,1055,089,1,60,0.07,0.06
81211,01,1055,101,3,442,0.53,0.43
81212,01,1055,123,1,68,0.08,0.07
81213,01,1055,127,17,3869,4.61,3.74
81214,01,1055,141,2,358,0.43,0.35
81215,01,1055,145,2,,,
81216,01,1055,151,2,1198,1.43,1.16
81217,01,1055,155,2,252,0.3,0.24
81218,01,1055,165,2,211,0.25,0.2
81219,01,1055,167,12,1192,1.42,1.15
81220,01,1055,177,2,,,
81221,01,1055,180,1,,,
81222,01,1055,185,2,482,0.57,0.47
81223,01,1055,193,2,626,0.75,0.61
81224,01,1055,272,3,704,0.84,0.68
81225,01,1055,283,3,211,0.25,0.2
81226,01,1055,267,1,370,0.44,0.36
81227,01,1055,300,8,2079,2.48,2.01
81228,01,1055,302,9,2092,2.49,2.02
81229,01,1055,500,24,12540,14.96,12.12
81230,01,1055,355,1,25,0.03,0.02
81231,01,1055,356,1,553,0.66,0.53
81232,01,1055,403,1,70,0.08,0.07
81233,01,1055,413,3,223,0.27,0.22
81234,01,1055,419,104,46232,55.14,44.7
81235,01,1055,FGN,1,,,
81236,01,1055,449,25,3562,4.25,3.44
81237,01,1055,454,2,,,
81238,01,1055,463,1,120,0.14,0.12
81239,01,1055,FJ5,1,,,
81240,01,1057,326,1,,,
81241,01,1057,005,3,344,3.49,2.11
81242,01,1057,053,2,132,1.34,0.81
81243,01,1057,059,1,,,
81244,01,1057,081,1,75,0.76,0.46
81245,01,1057,101,1,76,0.77,0.47
81246,01,1057,127,5,457,4.64,2.8
81247,01,1057,145,1,,,
81248,01,1057,165,3,151,1.53,0.93
