id,StateCode,FIPS,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
140973,42,42071,324,1,214,0.08,0.04
140974,42,42071,FD4,1,3,0,0
140975,42,42071,276,1,370,0.14,0.07
140976,42,42071,335,1,,,
140977,42,42071,F38,2,229,0.09,0.04
140978,42,42071,355,13,4024,1.54,0.73
140979,42,42071,356,7,3173,1.22,0.57
140980,42,42071,271,1,918,0.35,0.17
140981,42,42071,FGB,1,,,
140982,42,42071,379,1,30,0.01,0.01
140983,42,42071,FHM,2,297,0.11,0.05
140984,42,42071,FHG,2,,,
140985,42,42071,403,2,329,0.13,0.06
140986,42,42071,413,5,926,0.35,0.17
140987,42,42071,419,13,1745,0.67,0.32
140988,42,42071,FHV,1,36,0.01,0.01
140989,42,42071,414,1,481,0.18,0.09
140990,42,42071,F54,1,,,
140991,42,42071,432,1,70,0.03,0.01
140992,42,42071,FHH,2,362,0.14,0.07
140993,42,42071,435,1,312,0.12,0.06
140994,42,42071,443,23,5122,1.96,0.93
140995,42,42071,449,71,20909,8.02,3.78
140996,42,42071,454,2,,,
140997,42,42071,455,1,96,0.04,0.02
140998,42,42071,459,5,351,0.13,0.06
140999,42,42071,892,1,980,0.38,0.18
141000,42,42071,179,2,,,
141001,42,42071,463,1,100,0.04,0.02
141002,42,42071,FJ3,13,4912,1.88,0.89
141003,42,42073,003,1,80,0.16,0.09
141004,42,42073,005,1,160,0.32,0.19
141005,42,42073,019,2,301,0.61,0.35
141006,42,42073,022,1,20,0.04,0.02
141007,42,42073,031,10,1140,2.3,1.32
141008,42,42073,034,1,222,0.45,0.26
141009,42,42073,053,6,642,1.3,0.75
141010,42,42073,056,0,11,0.02,0.01
141011,42,42073,081,5,29540,59.69,34.32
141012,42,42073,089,7,796,1.61,0.92
141013,42,42073,097,3,184,0.37,0.21
141014,42,42073,123,1,264,0.53,0.31
141015,42,42073,127,1,224,0.45,0.26
141016,42,42073,141,4,992,2,1.15
141017,42,42073,151,1,474,0.96,0.55
141018,42,42073,165,2,0,0,0
141019,42,42073,438,1,125,0.25,0.15
141020,42,42073,167,1,30,0.06,0.03
141021,42,42073,057,1,,,
141022,42,42073,FFW,6,,,
141023,42,42073,190,1,,,
141024,42,42073,193,1,104,0.21,0.12
141025,42,42073,201,1,128,0.26,0.15
141026,42,42073,207,4,1146,2.32,1.33
141027,42,42073,215,1,,,
141028,42,42073,216,5,,,
141029,42,42073,221,2,121,0.24,0.14
141030,42,42073,231,1,200,0.4,0.23
141031,42,42073,246,1,150,0.3,0.17
141032,42,42073,260,1,,,
141033,42,42073,272,1,228,0.46,0.26
141034,42,42073,283,1,100,0.2,0.12
141035,42,42073,288,1,41,0.08,0.05
141036,42,42073,267,1,233,0.47,0.27
141037,42,42073,300,1,150,0.3,0.17
141038,42,42073,500,17,5630,11.38,6.54
141039,42,42073,331,1,40,0.08,0.05
141040,42,42073,335,1,,,
141041,42,42073,352,1,,,
141042,42,42073,355,22,3168,6.4,3.68
141043,42,42073,356,2,314,0.63,0.36
141044,42,42073,383,1,65,0.13,0.08
141045,42,42073,403,1,154,0.31,0.18
141046,42,42073,413,1,44,0.09,0.05
141047,42,42073,445,1,47,0.09,0.05
141048,42,42073,449,10,2158,4.36,2.51
141049,42,42073,467,1,66,0.13,0.08
141050,42,42075,003,1,150,0.29,0.1
141051,42,42075,031,2,1270,2.46,0.89
141052,42,42075,033,1,,,
141053,42,42075,053,4,1393,2.69,0.97
141054,42,42075,056,0,7,0.01,0
141055,42,42075,073,1,453,0.88,0.32
141056,42,42075,FHW,1,165,0.32,0.12
141057,42,42075,075,2,,,
141058,42,42075,081,7,11306,21.87,7.89
141059,42,42075,244,2,,,
141060,42,42075,089,2,65,0.13,0.05
141061,42,42075,093,1,0,0,0
141062,42,42075,127,2,2,0,0
141063,42,42075,151,1,517,1,0.36
141064,42,42075,157,9,1823,3.53,1.27
141065,42,42075,165,1,0,0,0
141066,42,42075,167,1,115,0.22,0.08
141067,42,42075,168,1,,,
141068,42,42075,171,1,24,0.05,0.02
141069,42,42075,186,1,196,0.38,0.14
141070,42,42075,286,4,655,1.27,0.46
141071,42,42075,193,1,461,0.89,0.32
141072,42,42075,198,3,,,
141073,42,42075,199,8,,,
141074,42,42075,203,3,,,
141075,42,42075,207,15,5581,10.79,3.9
141076,42,42075,067,1,,,
141077,42,42075,FE2,1,138,0.27,0.1
141078,42,42075,FHK,2,77,0.15,0.05
141079,42,42075,272,4,780,1.51,0.54
141080,42,42075,F27,1,210,0.41,0.15
141081,42,42075,283,1,24,0.05,0.02
141082,42,42075,FDZ,3,453,0.88,0.32
141083,42,42075,291,1,69,0.13,0.05
141084,42,42075,293,1,142,0.27,0.1
141085,42,42075,267,1,443,0.86,0.31
141086,42,42075,F31,1,118,0.23,0.08
141087,42,42075,500,33,8430,16.3,5.88
141088,42,42075,314,5,,,
141089,42,42075,F38,2,393,0.76,0.27
141090,42,42075,355,2,404,0.78,0.28
141091,42,42075,356,1,,,
141092,42,42075,FHG,1,,,
141093,42,42075,403,1,95,0.18,0.07
141094,42,42075,410,1,70,0.14,0.05
141095,42,42075,413,2,164,0.32,0.11
141096,42,42075,419,2,46,0.09,0.03
141097,42,42075,FHF,2,195,0.38,0.14
141098,42,42075,443,19,3563,6.89,2.49
141099,42,42075,449,31,9264,17.92,6.47
141100,42,42075,454,1,,,
141101,42,42075,459,4,172,0.33,0.12
141102,42,42075,124,1,,,
141103,42,42075,FJ3,6,2253,4.36,1.57
141104,42,42075,467,1,16,0.03,0.01
141105,42,42077,005,1,180,0.12,0.05
141106,42,42077,019,3,586,0.39,0.16
141107,42,42077,022,1,62,0.04,0.02
141108,42,42077,034,2,1250,0.83,0.33
141109,42,42077,053,11,2219,1.47,0.59
141110,42,42077,056,0,61,0.04,0.02
141111,42,42077,073,7,2696,1.79,0.72
141112,42,42077,081,26,60792,40.36,16.23
141113,42,42077,089,1,163,0.11,0.04
141114,42,42077,353,1,,,
141115,42,42077,097,2,101,0.07,0.03
141116,42,42077,123,1,40,0.03,0.01
141117,42,42077,127,2,64,0.04,0.02
141118,42,42077,122,1,,,
141119,42,42077,151,3,1422,0.94,0.38
141120,42,42077,165,1,260,0.17,0.07
141121,42,42077,438,1,10,0.01,0
141122,42,42077,167,1,39,0.03,0.01
141123,42,42077,270,2,1539,1.02,0.41
141124,42,42077,057,1,,,
141125,42,42077,186,1,280,0.19,0.07
141126,42,42077,193,6,927,0.62,0.25
141127,42,42077,198,1,,,
141128,42,42077,199,11,,,
141129,42,42077,203,3,,,
141130,42,42077,207,42,20942,13.9,5.59
141131,42,42077,263,1,18,0.01,0
141132,42,42077,221,2,240,0.16,0.06
141133,42,42077,FFR,2,770,0.51,0.21
141134,42,42077,246,1,1000,0.66,0.27
141135,42,42077,895,1,2500,1.66,0.67
141136,42,42077,896,2,,,
141137,42,42077,FE2,1,38,0.03,0.01
141138,42,42077,272,18,4940,3.28,1.32
141139,42,42077,283,1,221,0.15,0.06
141140,42,42077,288,5,462,0.31,0.12
141141,42,42077,290,1,143,0.09,0.04
141142,42,42077,291,1,182,0.12,0.05
141143,42,42077,293,4,992,0.66,0.26
141144,42,42077,267,5,3758,2.5,1
141145,42,42077,300,1,800,0.53,0.21
141146,42,42077,302,2,80,0.05,0.02
141147,42,42077,F31,1,72,0.05,0.02
141148,42,42077,309,1,,,
141149,42,42077,500,44,14804,9.83,3.95
141150,42,42077,331,1,150,0.1,0.04
141151,42,42077,276,1,800,0.53,0.21
141152,42,42077,335,1,,,
141153,42,42077,355,6,2679,1.78,0.72
141154,42,42077,356,3,514,0.34,0.14
141155,42,42077,363,1,,,
141156,42,42077,275,1,151,0.1,0.04
141157,42,42077,271,1,756,0.5,0.2
141158,42,42077,403,1,177,0.12,0.05
141159,42,42077,413,5,1435,0.95,0.38
141160,42,42077,419,3,213,0.14,0.06
141161,42,42077,431,1,180,0.12,0.05
141162,42,42077,443,43,14413,9.57,3.85
141163,42,42077,FGN,1,,,
141164,42,42077,449,7,3087,2.05,0.82
141165,42,42077,124,1,,,
141166,42,42077,179,2,,,
141167,42,42077,FJ3,0,24,0.02,0.01
141168,42,42077,467,5,1389,0.92,0.37
141169,42,42079,003,1,202,0.12,0.06
141170,42,42079,019,8,1343,0.81,0.41
141171,42,42079,022,1,96,0.06,0.03
141172,42,42079,034,1,200,0.12,0.06
141173,42,42079,053,11,2807,1.69,0.86
141174,42,42079,056,0,20,0.01,0.01
141175,42,42079,075,1,,,
141176,42,42079,081,67,119589,72.01,36.73
141177,42,42079,089,2,107,0.06,0.03
141178,42,42079,093,1,0,0,0
141179,42,42079,097,6,1259,0.76,0.39
141180,42,42079,127,2,51,0.03,0.02
141181,42,42079,145,1,,,
141182,42,42079,151,2,1120,0.67,0.34
141183,42,42079,167,4,172,0.1,0.05
141184,42,42079,181,1,165,0.1,0.05
141185,42,42079,270,2,880,0.53,0.27
141186,42,42079,190,1,,,
141187,42,42079,193,10,1138,0.69,0.35
141188,42,42079,199,1,,,
141189,42,42079,203,1,,,
141190,42,42079,207,23,6241,3.76,1.92
141191,42,42079,263,1,164,0.1,0.05
141192,42,42079,391,1,54,0.03,0.02
141193,42,42079,F23,2,,,
141194,42,42079,FFR,1,36,0.02,0.01
141195,42,42079,388,3,,,
141196,42,42079,242,1,50,0.03,0.02
141197,42,42079,246,1,100,0.06,0.03
141198,42,42079,260,1,,,
141199,42,42079,272,8,2116,1.27,0.65
141200,42,42079,283,4,755,0.45,0.23
141201,42,42079,FDZ,1,38,0.02,0.01
141202,42,42079,267,2,1554,0.94,0.48
141203,42,42079,F31,1,45,0.03,0.01
141204,42,42079,500,36,6740,4.06,2.07
141205,42,42079,331,5,340,0.2,0.1
141206,42,42079,276,2,960,0.58,0.29
141207,42,42079,352,6,,,
141208,42,42079,355,22,1905,1.15,0.59
141209,42,42079,363,9,,,
141210,42,42079,271,2,397,0.24,0.12
141211,42,42079,F41,1,,,
141212,42,42079,383,1,70,0.04,0.02
141213,42,42079,382,1,,,
141214,42,42079,401,1,25,0.02,0.01
141215,42,42079,403,3,375,0.23,0.12
141216,42,42079,413,6,442,0.27,0.14
141217,42,42079,419,5,730,0.44,0.22
141218,42,42079,F54,1,,,
141219,42,42079,435,1,74,0.04,0.02
141220,42,42079,443,17,3013,1.81,0.93
141221,42,42079,449,51,10691,6.44,3.28
141222,42,42079,454,3,,,
141223,42,42079,124,1,,,
141224,42,42081,003,1,202,0.41,0.18
141225,42,42081,005,2,268,0.54,0.23
141226,42,42081,019,9,1466,2.97,1.28
141227,42,42081,031,6,715,1.45,0.63
141228,42,42081,053,5,539,1.09,0.47
141229,42,42081,056,0,17,0.03,0.01
141230,42,42081,075,1,,,
141231,42,42081,081,9,13226,26.82,11.58
141232,42,42081,089,5,1332,2.7,1.17
141233,42,42081,093,1,55,0.11,0.05
141234,42,42081,097,7,1127,2.29,0.99
141235,42,42081,123,1,160,0.32,0.14
141236,42,42081,127,1,15,0.03,0.01
141237,42,42081,151,1,517,1.05,0.45
141238,42,42081,165,2,124,0.25,0.11
141239,42,42081,167,1,15,0.03,0.01
141240,42,42081,FFW,1,,,
141241,42,42081,193,7,514,1.04,0.45
141242,42,42081,328,1,318,0.64,0.28
141243,42,42081,207,14,4140,8.39,3.63
141244,42,42081,391,1,42,0.09,0.04
141245,42,42081,FFR,2,690,1.4,0.6
141246,42,42081,388,2,,,
141247,42,42081,272,2,520,1.05,0.46
141248,42,42081,F27,1,60,0.12,0.05
141249,42,42081,255,1,150,0.3,0.13
141250,42,42081,267,1,443,0.9,0.39
141251,42,42081,302,1,150,0.3,0.13
141252,42,42081,309,1,,,
141253,42,42081,500,20,8820,17.88,7.72
141254,42,42081,314,1,,,
141255,42,42081,331,1,96,0.19,0.08
141256,42,42081,276,1,60,0.12,0.05
141257,42,42081,335,2,,,
141258,42,42081,355,7,585,1.19,0.51
141259,42,42081,403,1,88,0.18,0.08
141260,42,42081,413,1,159,0.32,0.14
141261,42,42081,419,4,836,1.7,0.73
141262,42,42081,443,1,193,0.39,0.17
141263,42,42081,449,51,11104,22.51,9.72
141264,42,42081,454,4,,,
141265,42,42081,179,1,,,
141266,42,42081,467,3,574,1.16,0.5
141267,42,42083,019,3,484,3.26,1.2
141268,42,42083,031,1,181,1.22,0.45
141269,42,42083,053,3,389,2.62,0.96
141270,42,42083,056,0,1,0.01,0
141271,42,42083,081,8,4517,30.42,11.17
141272,42,42083,089,3,264,1.78,0.65
141273,42,42083,123,2,598,4.03,1.48
141274,42,42083,165,1,123,0.83,0.3
141275,42,42083,167,1,50,0.34,0.12
141276,42,42083,190,1,,,
141277,42,42083,193,4,268,1.8,0.66
141278,42,42083,197,1,29,0.2,0.07
141279,42,42083,201,3,153,1.03,0.38
141280,42,42083,207,6,917,6.18,2.27
141281,42,42083,263,1,94,0.63,0.23
141282,42,42083,FFR,1,100,0.67,0.25
141283,42,42083,388,1,,,
141284,42,42083,272,2,324,2.18,0.8
141285,42,42083,F27,2,93,0.63,0.23
141286,42,42083,283,1,103,0.69,0.25
141287,42,42083,288,1,39,0.26,0.1
141288,42,42083,302,1,50,0.34,0.12
141289,42,42083,500,10,1470,9.9,3.64
141290,42,42083,314,1,,,
141291,42,42083,355,3,598,4.03,1.48
141292,42,42083,403,1,99,0.67,0.24
141293,42,42083,413,2,113,0.76,0.28
141294,42,42083,449,18,3621,24.38,8.96
141295,42,42083,467,2,172,1.16,0.43
141296,42,42085,003,1,200,0.45,0.18
141297,42,42085,005,1,150,0.34,0.14
141298,42,42085,017,1,178,0.4,0.16
141299,42,42085,019,5,680,1.55,0.61
141300,42,42085,022,2,206,0.47,0.19
141301,42,42085,031,29,2875,6.54,2.6
141302,42,42085,033,1,,,
141303,42,42085,FF8,1,15,0.03,0.01
141304,42,42085,053,6,1085,2.47,0.98
141305,42,42085,055,1,,,
141306,42,42085,056,0,27,0.06,0.02
141307,42,42085,081,13,14433,32.81,13.04
141308,42,42085,089,6,1560,3.55,1.41
141309,42,42085,093,2,50,0.11,0.05
141310,42,42085,097,3,408,0.93,0.37
141311,42,42085,F53,1,,,
141312,42,42085,123,5,790,1.8,0.71
141313,42,42085,145,1,,,
141314,42,42085,149,1,,,
141315,42,42085,165,7,567,1.29,0.51
141316,42,42085,167,2,225,0.51,0.2
141317,42,42085,173,1,,,
141318,42,42085,FFW,4,,,
141319,42,42085,190,1,,,
141320,42,42085,193,3,568,1.29,0.51
141321,42,42085,199,2,,,
141322,42,42085,203,1,,,
141323,42,42085,207,4,1489,3.38,1.35
141324,42,42085,216,3,,,
141325,42,42085,FFR,2,290,0.66,0.26
141326,42,42085,246,1,40,0.09,0.04
141327,42,42085,256,2,,,
141328,42,42085,260,3,,,
141329,42,42085,272,1,286,0.65,0.26
141330,42,42085,283,1,134,0.3,0.12
141331,42,42085,282,1,73,0.17,0.07
141332,42,42085,FD1,1,85,0.19,0.08
141333,42,42085,300,1,300,0.68,0.27
141334,42,42085,302,1,180,0.41,0.16
141335,42,42085,309,1,,,
141336,42,42085,500,24,4920,11.18,4.45
141337,42,42085,314,1,,,
141338,42,42085,331,1,120,0.27,0.11
141339,42,42085,335,2,,,
141340,42,42085,355,21,2818,6.41,2.55
141341,42,42085,364,1,234,0.53,0.21
141342,42,42085,403,2,402,0.91,0.36
141343,42,42085,410,1,85,0.19,0.08
141344,42,42085,413,1,82,0.19,0.07
141345,42,42085,419,2,252,0.57,0.23
141346,42,42085,F52,1,,,
141347,42,42085,431,1,90,0.2,0.08
141348,42,42085,432,1,110,0.25,0.1
141349,42,42085,443,4,1260,2.86,1.14
141350,42,42085,449,27,6487,14.75,5.86
141351,42,42085,454,1,,,
141352,42,42085,467,1,237,0.54,0.21
141353,42,42087,003,1,120,0.55,0.26
141354,42,42087,031,35,3609,16.4,7.82
141355,42,42087,053,1,168,0.76,0.36
141356,42,42087,056,0,2,0.01,0
141357,42,42087,061,1,220,1,0.48
141358,42,42087,075,4,,,
141359,42,42087,081,1,1165,5.29,2.52
141360,42,42087,244,1,,,
141361,42,42087,089,5,726,3.3,1.57
141362,42,42087,143,2,334,1.52,0.72
141363,42,42087,127,1,108,0.49,0.23
141364,42,42087,157,6,1010,4.59,2.19
141365,42,42087,165,1,42,0.19,0.09
141366,42,42087,167,1,81,0.37,0.18
141367,42,42087,183,4,1156,5.25,2.51
141368,42,42087,190,2,,,
141369,42,42087,193,1,88,0.4,0.19
141370,42,42087,207,9,1945,8.84,4.22
141371,42,42087,272,2,410,1.86,0.89
141372,42,42087,282,1,119,0.54,0.26
141373,42,42087,FDZ,1,134,0.61,0.29
141374,42,42087,302,1,50,0.23,0.11
141375,42,42087,500,15,4910,22.31,10.64
141376,42,42087,355,7,773,3.51,1.68
141377,42,42087,403,1,171,0.78,0.37
141378,42,42087,413,1,35,0.16,0.08
141379,42,42087,432,1,114,0.52,0.25
141380,42,42087,FHF,1,218,0.99,0.47
141381,42,42087,443,1,86,0.39,0.19
141382,42,42087,449,26,4204,19.1,9.11
141383,42,42087,454,1,,,
141384,42,42087,FJ3,0,10,0.05,0.02
141385,42,42089,053,5,7460,12.09,4.43
141386,42,42089,056,0,18,0.03,0.01
141387,42,42089,073,2,175,0.28,0.1
141388,42,42089,081,8,25817,41.84,15.34
141389,42,42089,089,2,78,0.13,0.05
141390,42,42089,353,1,,,
141391,42,42089,127,1,128,0.21,0.08
141392,42,42089,151,3,1422,2.3,0.84
141393,42,42089,155,3,378,0.61,0.22
141394,42,42089,167,1,17,0.03,0.01
141395,42,42089,270,1,184,0.3,0.11
141396,42,42089,057,1,,,
141397,42,42089,190,1,,,
141398,42,42089,193,2,274,0.44,0.16
141399,42,42089,199,1,,,
141400,42,42089,203,1,,,
141401,42,42089,207,11,4138,6.71,2.46
141402,42,42089,216,1,,,
141403,42,42089,246,1,300,0.49,0.18
141404,42,42089,895,1,3000,4.86,1.78
141405,42,42089,896,2,1119,1.81,0.66
141406,42,42089,256,2,,,
141407,42,42089,272,9,2524,4.09,1.5
141408,42,42089,283,1,187,0.3,0.11
141409,42,42089,267,1,443,0.72,0.26
141410,42,42089,302,1,150,0.24,0.09
141411,42,42089,500,21,5222,8.46,3.1
141412,42,42089,331,1,125,0.2,0.07
141413,42,42089,355,5,596,0.97,0.35
141414,42,42089,271,1,151,0.24,0.09
141415,42,42089,371,1,104,0.17,0.06
141416,42,42089,403,1,238,0.39,0.14
141417,42,42089,413,6,824,1.34,0.49
141418,42,42089,419,1,30,0.05,0.02
141419,42,42089,435,1,46,0.07,0.03
141420,42,42089,443,5,1066,1.73,0.63
141421,42,42089,449,21,5039,8.17,2.99
141422,42,42089,455,1,,,
141423,42,42089,179,2,,,
141424,42,42089,467,2,444,0.72,0.26
141425,42,42091,003,7,1658,0.36,0.19
141426,42,42091,019,21,7878,1.7,0.92
141427,42,42091,033,2,,,
141428,42,42091,FG3,1,,,
141429,42,42091,034,1,475,0.1,0.06
141430,42,42091,050,2,1100,0.24,0.13
141431,42,42091,053,15,3399,0.73,0.4
141432,42,42091,055,1,,,
141433,42,42091,056,1,141,0.03,0.02
141434,42,42091,073,7,1038,0.22,0.12
141435,42,42091,FHW,1,37,0.01,0
141436,42,42091,075,2,,,
141437,42,42091,084,1,,,
141438,42,42091,081,59,260017,55.95,30.36
141439,42,42091,FGS,6,,,
141440,42,42091,244,1,,,
141441,42,42091,087,1,,,
141442,42,42091,089,1,36,0.01,0
141443,42,42091,353,7,,,
141444,42,42091,097,1,0,0,0
141445,42,42091,105,1,0,0,0
141446,42,42091,123,2,46,0.01,0.01
141447,42,42091,127,2,176,0.04,0.02
141448,42,42091,141,1,210,0.05,0.02
141449,42,42091,151,5,2604,0.56,0.3
141450,42,42091,157,9,879,0.19,0.1
141451,42,42091,165,9,5001,1.08,0.58
141452,42,42091,167,4,346,0.07,0.04
141453,42,42091,181,2,679,0.15,0.08
141454,42,42091,270,10,12274,2.64,1.43
141455,42,42091,186,3,1380,0.3,0.16
141456,42,42091,FG7,1,,,
141457,42,42091,286,1,126,0.03,0.01
141458,42,42091,FFW,1,,,
141459,42,42091,193,34,11295,2.43,1.32
141460,42,42091,198,1,,,
141461,42,42091,199,5,,,
141462,42,42091,201,1,311,0.07,0.04
141463,42,42091,203,1,,,
141464,42,42091,207,46,26716,5.75,3.12
141465,42,42091,216,2,,,
141466,42,42091,346,1,,,
141467,42,42091,263,1,48,0.01,0.01
141468,42,42091,221,1,403,0.09,0.05
141469,42,42091,391,7,1050,0.23,0.12
141470,42,42091,F23,1,,,
141471,42,42091,388,1,,,
141472,42,42091,233,4,,,
141473,42,42091,246,2,930,0.2,0.11
141474,42,42091,895,2,1540,0.33,0.18
141475,42,42091,896,4,493,0.11,0.06
141476,42,42091,264,1,765,0.16,0.09
141477,42,42091,272,15,3874,0.83,0.45
141478,42,42091,283,1,64,0.01,0.01
141479,42,42091,890,2,200,0.04,0.02
141480,42,42091,F28,1,217,0.05,0.03
141481,42,42091,333,1,152,0.03,0.02
141482,42,42091,288,17,3763,0.81,0.44
141483,42,42091,291,1,0,0,0
141484,42,42091,267,7,10460,2.25,1.22
141485,42,42091,300,2,1910,0.41,0.22
141486,42,42091,302,3,450,0.1,0.05
141487,42,42091,309,1,,,
141488,42,42091,500,90,42836,9.22,5
141489,42,42091,314,1,,,
141490,42,42091,331,2,305,0.07,0.04
141491,42,42091,276,6,4440,0.96,0.52
141492,42,42091,335,3,,,
141493,42,42091,355,25,9765,2.1,1.14
141494,42,42091,356,21,3406,0.73,0.4
141495,42,42091,363,2,,,
141496,42,42091,275,1,405,0.09,0.05
141497,42,42091,271,9,11383,2.45,1.33
141498,42,42091,371,2,196,0.04,0.02
141499,42,42091,375,2,,,
141500,42,42091,383,1,70,0.02,0.01
141501,42,42091,403,2,171,0.04,0.02
141502,42,42091,405,3,2432,0.52,0.28
141503,42,42091,410,1,383,0.08,0.04
141504,42,42091,413,8,1104,0.24,0.13
141505,42,42091,419,20,3263,0.7,0.38
141506,42,42091,F51,1,,,
141507,42,42091,FHF,1,35,0.01,0
141508,42,42091,FGV,1,,,
141509,42,42091,435,1,60,0.01,0.01
141510,42,42091,443,32,9199,1.98,1.07
141511,42,42091,449,28,10512,2.26,1.23
141512,42,42091,454,2,,,
141513,42,42091,FFQ,1,,,
141514,42,42091,179,2,,,
141515,42,42091,463,2,244,0.05,0.03
141516,42,42091,467,1,254,0.05,0.03
141517,42,42091,469,1,89,0.02,0.01
141518,42,42093,019,1,143,2.12,0.79
141519,42,42093,031,6,602,8.91,3.32
141520,42,42093,081,1,2523,37.36,13.91
141521,42,42093,089,1,139,2.06,0.77
141522,42,42093,165,1,73,1.08,0.4
141523,42,42093,193,2,154,2.28,0.85
141524,42,42093,207,7,1067,15.8,5.88
141525,42,42093,500,1,150,2.22,0.83
141526,42,42093,335,1,,,
141527,42,42093,355,3,383,5.67,2.11
141528,42,42093,FHM,1,95,1.41,0.52
141529,42,42093,413,1,91,1.35,0.5
141530,42,42093,419,1,137,2.03,0.76
141531,42,42093,443,3,483,7.15,2.66
141532,42,42093,449,2,714,10.57,3.94
141533,42,42093,454,1,,,
141534,42,42093,179,1,,,
141535,42,42095,005,1,94,0.07,0.03
141536,42,42095,019,3,980,0.71,0.31
141537,42,42095,416,2,,,
141538,42,42095,053,8,618,0.45,0.2
141539,42,42095,056,1,69,0.05,0.02
141540,42,42095,073,5,1301,0.94,0.42
141541,42,42095,081,25,68548,49.45,21.9
141542,42,42095,244,1,,,
141543,42,42095,089,1,216,0.16,0.07
141544,42,42095,353,1,,,
141545,42,42095,093,1,0,0,0
141546,42,42095,127,3,166,0.12,0.05
141547,42,42095,122,1,,,
141548,42,42095,151,3,1422,1.03,0.45
141549,42,42095,155,1,180,0.13,0.06
141550,42,42095,157,1,39,0.03,0.01
141551,42,42095,163,1,,,
141552,42,42095,165,3,278,0.2,0.09
141553,42,42095,167,2,144,0.1,0.05
141554,42,42095,270,1,621,0.45,0.2
141555,42,42095,183,1,196,0.14,0.06
141556,42,42095,FFW,1,,,
141557,42,42095,190,1,,,
141558,42,42095,193,7,2159,1.56,0.69
141559,42,42095,198,1,,,
141560,42,42095,199,4,,,
141561,42,42095,203,3,,,
141562,42,42095,207,33,15914,11.48,5.09
141563,42,42095,263,1,214,0.15,0.07
141564,42,42095,222,1,,,
141565,42,42095,391,1,179,0.13,0.06
141566,42,42095,FFR,1,520,0.38,0.17
141567,42,42095,388,1,,,
141568,42,42095,246,1,180,0.13,0.06
141569,42,42095,895,2,2731,1.97,0.87
141570,42,42095,896,1,177,0.13,0.06
141571,42,42095,264,1,71,0.05,0.02
141572,42,42095,268,1,,,
141573,42,42095,272,8,2550,1.84,0.81
141574,42,42095,283,3,351,0.25,0.11
141575,42,42095,255,1,320,0.23,0.1
141576,42,42095,293,10,4319,3.12,1.38
141577,42,42095,267,1,777,0.56,0.25
141578,42,42095,500,21,14150,10.21,4.52
141579,42,42095,313,1,,,
141580,42,42095,314,1,,,
141581,42,42095,331,1,33,0.02,0.01
141582,42,42095,276,1,50,0.04,0.02
141583,42,42095,335,1,,,
141584,42,42095,352,1,,,
141585,42,42095,355,6,1401,1.01,0.45
141586,42,42095,356,1,71,0.05,0.02
141587,42,42095,271,1,338,0.24,0.11
141588,42,42095,403,3,264,0.19,0.08
141589,42,42095,413,5,477,0.34,0.15
141590,42,42095,419,3,474,0.34,0.15
141591,42,42095,431,1,130,0.09,0.04
141592,42,42095,435,1,234,0.17,0.07
141593,42,42095,443,26,9054,6.53,2.89
141594,42,42095,449,18,4721,3.41,1.51
141595,42,42095,454,1,,,
141596,42,42095,467,4,1894,1.37,0.61
141597,42,42097,003,1,76,0.18,0.08
141598,42,42097,FHJ,1,80,0.19,0.09
141599,42,42097,019,3,393,0.93,0.43
141600,42,42097,031,7,811,1.91,0.88
141601,42,42097,053,5,517,1.22,0.56
141602,42,42097,056,0,1,0,0
141603,42,42097,073,3,557,1.31,0.61
141604,42,42097,081,12,12440,29.31,13.57
141605,42,42097,089,3,667,1.57,0.73
141606,42,42097,353,2,,,
141607,42,42097,151,1,474,1.12,0.52
141608,42,42097,165,2,423,1,0.46
141609,42,42097,171,1,38,0.09,0.04
141610,42,42097,286,1,181,0.43,0.2
141611,42,42097,FFW,3,,,
141612,42,42097,193,4,356,0.84,0.39
141613,42,42097,198,1,,,
141614,42,42097,199,4,,,
141615,42,42097,203,1,,,
141616,42,42097,207,26,5548,13.07,6.05
141617,42,42097,896,1,1000,2.36,1.09
141618,42,42097,272,3,634,1.49,0.69
141619,42,42097,F27,1,200,0.47,0.22
141620,42,42097,283,1,67,0.16,0.07
141621,42,42097,255,2,176,0.41,0.19
141622,42,42097,FDZ,1,135,0.32,0.15
141623,42,42097,267,2,300,0.71,0.33
141624,42,42097,500,17,4590,10.81,5.01
141625,42,42097,331,1,62,0.15,0.07
141626,42,42097,F38,1,43,0.1,0.05
141627,42,42097,355,6,430,1.01,0.47
141628,42,42097,363,1,,,
141629,42,42097,403,3,267,0.63,0.29
141630,42,42097,413,1,101,0.24,0.11
141631,42,42097,419,1,33,0.08,0.04
141632,42,42097,F54,1,,,
141633,42,42097,435,1,147,0.35,0.16
141634,42,42097,443,20,3201,7.54,3.49
141635,42,42097,449,28,5754,13.56,6.28
141636,42,42097,454,1,,,
141637,42,42097,FJ3,0,11,0.03,0.01
141638,42,42097,467,5,2732,6.44,2.98
141639,42,42099,031,7,1375,9.61,3
141640,42,42099,053,4,809,5.65,1.76
141641,42,42099,220,3,315,2.2,0.69
141642,42,42099,056,0,3,0.02,0.01
141643,42,42099,075,4,,,
141644,42,42099,081,3,1737,12.13,3.79
141645,42,42099,244,1,,,
141646,42,42099,089,2,287,2.01,0.63
141647,42,42099,127,1,28,0.2,0.06
